"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Tortula pallida" "Tortula pallida (Lindb.) R.H.Zander" "SPECIES" "accepted" "Tortula pallida (Lindb.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA "monoicous" NA 3.3 NA 3.4 24 1 NA NA NA 1 NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 14.25 637.4 0 0 0
"Tortula protobryoides" "Tortula protobryoides R.H.Zander" "SPECIES" "accepted" "Tortula protobryoides R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 25 1 NA 0 1 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 7 2 8 5 4 0 6 4 9 4 9.35 625.7 0 600 1200
"Tortula randii" "Tortula randii (Kenn.) R.H.Zander" "SPECIES" "synonym" "Tortula cernua (Huebener) Lindb." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" "CR" "EN" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "monoicous" "common" 6.7 NA 15 30 0 NA 0 0 0 0 0 NA 1 0 5 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 3 9 5 4 0 6 3 6 4 7.95 698.5 0 0 0
"Tortula revolvens" "Tortula revolvens (Schimp.) G.Roth" "SPECIES" "accepted" "Tortula revolvens (Schimp.) G.Roth" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "LC" NA NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" NA NA 1 1 0 "monoicous" NA 6.7 NA 6 13.75 0 NA 0 0 0 0 0 NA NA 0 3 0 3 0 3 0 0 0 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 1 1 5 5 2 NA 8 5 9 5 13.85 649.9 140 520 900
"Tortula schimperi" "Tortula schimperi M.J.Cano, O.Werner & J.Guerra" "SPECIES" "accepted" "Tortula schimperi M.J.Cano, O.Werner & J.Guerra" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "DATA_DEFICIENT" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 1 NA NA NA NA "monoicous" NA 6.7 NA 8.5 13.75 0 NA 0 0 0 0 0 NA 1 0 6 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 4 NA 6 NA NA NA 5 NA 6 NA 10.55 744.1 0 975 1950
"Tortula solmsii" "Tortula solmsii (Schimp.) Limpr." "SPECIES" "accepted" "Tortula solmsii (Schimp.) Limpr." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "dioicous" "occasional" 6.7 NA 3.75 12.5 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 6 NA NA 0 NA NA 6 NA 15.25 697.8 0 750 1500
"Tortula subulata" "Tortula subulata Hedw." "SPECIES" "accepted" "Tortula subulata Hedw." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect" 1 NA 0 "monoicous" "common" 6.7 NA 12.5 14.5 0 NA 0 0 0 0 0 NA 1 6 119 0 8 2 39 4 4 11 1 2 1 6 0 2 0 1 0 0 0 0 5 3 5 4 NA 0 3 NA 6 2 7.95 682.1 0 1300 2600
"Tortula subulata aggr." "Tortula subulata Hedw." "AGGREGATE" "accepted" "Tortula subulata Hedw." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect" 1 NA 0 "monoicous" "common" 6.7 NA 12.5 14.5 0 NA 0 0 0 0 0 NA 1 6 119 0 8 2 39 4 4 11 1 2 1 6 0 2 0 1 0 0 0 0 5 3 5 4 NA 0 3 NA 6 2 7.95 682.1 0 1300 2600
"Tortula systylia" "Tortula systylia (Schimp.) Lindb." "SPECIES" "accepted" "Tortula systylia (Schimp.) Lindb." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "EN" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" NA 6.7 NA 10 27.5 NA NA NA NA NA NA NA NA 0 0 29 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 5 2 8 4 NA NA 1 1 8 4 -0.85 1084 700 1830 2960
"Tortula truncata" "Tortula truncata (Hedw.) Mitt." "SPECIES" "accepted" "Tortula truncata (Hedw.) Mitt." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "annual_shuttle" 0 "erect_to_inclined" 1 1 0 "monoicous" "common" 3.3 4 8.5 30 1 NA 1 1 0 0 0 NA 1 24 382 0 0 1 4 2 1 0 1 1 1 0 1 2 0 0 0 0 0 0 7 3 5 4 6 0 4 4 7 4 7.75 680.6 0 650 1300
"Tortula ucrainica" "Tortula ucrainica (Laz.) R.H.Zander" "SPECIES" "accepted" "Tortula ucrainica (Laz.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "DD" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 8.65 584.6 135 135 135
"Tortula vahliana" "Tortula vahliana (Schultz) Mont." "SPECIES" "accepted" "Tortula vahliana (Schultz) Mont." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "VULNERABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "monoicous" "occasional" 6.7 NA 5 14 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 9 NA 5 0 NA NA 2 NA 11.85 757.2 0 300 600
"Tortula viridifolia" "Tortula viridifolia (Mitt.) Blockeel & A.J.E.Sm." "SPECIES" "accepted" "Tortula viridifolia (Mitt.) Blockeel & A.J.E.Sm." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 25 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 6 NA NA 4 NA NA 8 NA 10.65 731.9 0 750 1500
"Tortula vlassovii" "Tortula vlassovii (Laz.) Ros & Herrnst." "SPECIES" "synonym" "Microbryum vlassovii (Laz.) R.H.Zander" "Microbryum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" NA 3.3 NA 3.15 25.5 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 12.45 580.4 300 815 1330
"Tortula wilsonii" "Tortula wilsonii (Hook.) R.H.Zander" "SPECIES" "accepted" "Tortula wilsonii (Hook.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 19 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 6 NA NA 3 NA NA 8 NA 11.55 809.7 0 0 0
"Trematodon ambiguus" "Trematodon ambiguus (Hedw.) Hornsch." "SPECIES" "accepted" "Trematodon ambiguus (Hedw.) Hornsch." "Trematodon" "Bruchiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "LC" "REGIONALLY_EXTINCT" 1 0 NA NA 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "shortLived_shuttle" 0 "erect" 1 NA 0 "monoicous" "common" 6.7 NA 10 31.5 0 NA 0 0 0 0 0 NA 1 5 5 0 0 0 0 1 0 0 1 8 0 0 0 0 0 0 0 0 0 0 7 4 2 1 4 0 3 2 8 4 2.65 727.3 100 1100 2100
"Trematodon brevicollis" "Trematodon brevicollis Hornsch." "SPECIES" "accepted" "Trematodon brevicollis Hornsch." "Trematodon" "Bruchiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" NA 6.7 NA 3.5 52.5 0 NA 0 0 0 0 0 NA 0 0 9 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 7 2 2 2 NA NA 1 1 6 5 0.65 1442.9 850 1975 3100
"Trematodon laetevirens" "Trematodon laetevirens Hakelier & J.-P.Frahm" "SPECIES" "accepted" "Trematodon laetevirens Hakelier & J.-P.Frahm" "Trematodon" "Bruchiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" "VULNERABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" NA 6.7 NA 3 37.5 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA -1.75 1020.5 700 1350 2000
"Trematodon longicollis" "Trematodon longicollis Michx." "SPECIES" "accepted" "Trematodon longicollis Michx." "Trematodon" "Bruchiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 17.35 728.3 250 300 350
"Trematodon perssoniorum" "Trematodon perssoniorum P.Allorge & Thér. ex V.Allorge" "SPECIES" "accepted" "Trematodon perssoniorum P.Allorge & Thér. ex V.Allorge" "Trematodon" "Bruchiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13.7210703000146 "acrocarpous" "turf" "shortLived_shuttle" 0 NA 1 1 0 NA NA 6.7 1 NA 25 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.15 1290.7 150 275 400
"Trichocolea tomentella" "Trichocolea tomentella (Ehrh.) Dumort." "SPECIES" "accepted" "Trichocolea tomentella (Ehrh.) Dumort." "Trichocolea" "Trichocoleaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "NT" "VULNERABLE" 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA "foliose" "weft" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 NA 91.67 15.5 0 NA 0 0 0 0 0 NA 1 104 32 1 0 7 4 0 2 1 1 5 0 3 1 2 0 2 0 0 0 0 8 4 6 3 5 0 4 3 6 3 5.75 723.7 10 1305 2600
"Trichodon cylindricus" "Trichodon cylindricus (Hedw.) Schimp." "SPECIES" "accepted" "Trichodon cylindricus (Hedw.) Schimp." "Trichodon" "Ditrichaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "DATA_DEFICIENT" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 NA 0 "dioicous" "occasional" 6.7 3 20 14 1 130 1 1 0 0 0 "common" 1 14 163 0 3 0 0 1 1 1 1 3 0 2 0 0 0 0 0 1 0 0 6 2 4 2 4 0 3 3 8 3 6.25 745.3 0 1200 2400
"Tricholepidozia tetradactyla" "Tricholepidozia tetradactyla (Hook.f. & Taylor) E.D.Cooper" "SPECIES" "accepted" "Tricholepidozia tetradactyla (Hook.f. & Taylor) E.D.Cooper" "Tricholepidozia" "Lepidoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA NA NA 1 0 NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "colonist" 1 "erect" 0 NA NA "dioicous" NA 6.7 NA 20 NA 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 1 NA 1 NA 0 NA NA NA NA NA 3 NA NA 0 NA NA 4 NA 10.25 768.3 25 32.5 40
"Trichostomum brachydontium" "Trichostomum brachydontium Bruch" "SPECIES" "accepted" "Trichostomum brachydontium Bruch" "Trichostomum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "rare" 16.7 NA 29.17 16.62 0 NA 0 0 0 0 0 NA 1 2 21 0 8 18 14.6666666666667 0 4 5 1 1 0 0 0 0 0 0 0 0 0 0 2 2 8 5 3 2 6 3 8 2 9.05 799.8 0 350 700
"Trichostomum crispulum" "Trichostomum crispulum Bruch" "SPECIES" "accepted" "Trichostomum crispulum Bruch" "Trichostomum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 6.7 NA 33.33 16.25 0 NA 0 0 0 0 0 NA 1 9 42 1 9 12 41 2 2 1 1 1 0 0 0 1 0 1 0 0 0 0 6 2 9 3 4 0 4 3 6 3 10.05 800.4 0 1380 2760
"Trichostomum crispulum subsp. crispulum" "Trichostomum crispulum var. crispulum" "SUBSPECIES" "accepted" "Trichostomum crispulum var. crispulum" "Trichostomum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "DD" NA "NOT_FOUND" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Trichostomum crispulum subsp. viridulum" "Trichostomum crispulum subsp. viridulum (Bruch) Giacom." "SUBSPECIES" "synonym" "Trichostomum crispulum Bruch" "Trichostomum" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" "No" "DD" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 6.7 NA 33.33 16.25 0 NA 0 0 0 0 0 NA 1 9 42 1 9 12 41 2 2 1 1 1 0 0 0 1 0 1 0 0 0 0 6 2 9 3 4 0 4 3 6 3 10.05 800.4 0 1380 2760
"Trichostomum crispulum var. crispulum" "Trichostomum crispulum var. crispulum" "VARIETY" "accepted" "Trichostomum crispulum var. crispulum" "Trichostomum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "DD" NA "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Trichostomum crispulum var. viridulum" "Trichostomum crispulum var. viridulum (Bruch) Dixon" "VARIETY" "synonym" "Trichostomum crispulum Bruch" "Trichostomum" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "DD" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 6.7 NA 33.33 16.25 0 NA 0 0 0 0 0 NA 1 9 42 1 9 12 41 2 2 1 1 1 0 0 0 1 0 1 0 0 0 0 6 2 9 3 4 0 4 3 6 3 10.05 800.4 0 1380 2760
"Trichostomum triumphans" "Trichostomum triumphans De Not." "SPECIES" "synonym" "Pottiopsis caespitosa (Bruch ex Brid.) Blockeel & A.J.E.Sm." "Pottiopsis" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "VU" NA 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2 15 0 NA 0 0 0 0 0 NA 1 0 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA 1 8 5 3 0 NA 4 8 5 11.75 750.8 40 295 550
"Trilophozia quinquedentata" "Trilophozia quinquedentata (Huds.) Bakalin" "SPECIES" "accepted" "Trilophozia quinquedentata (Huds.) Bakalin" "Trilophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "mat" "perennial" 0 "erect" 0 NA 0 "dioicous" "occasional" 16.7 NA 45 13 1 NA 1 0 0 0 0 NA 1 16 47 0 1 4 7 3 13 19.5 1 18 1 4 1 7 1 3 0 0 0 0 6 3 5 3 3 0 2 2 6 3 3.65 844.4 0 1500 3000
"Triquetrella arapilensis" "Triquetrella arapilensis Luisier" "SPECIES" "accepted" "Triquetrella arapilensis Luisier" "Triquetrella" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8041.39220076703 "acrocarpous" NA "colonist" 1 NA NA NA NA NA NA 6.7 NA 15 NA 1 NA NA NA NA NA 1 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 15.05 674.9 50 665 1280
"Tritomaria exsecta" "Tritomaria exsecta (Schmidel) Schiffn. ex Loeske" "SPECIES" "accepted" "Tritomaria exsecta (Schmidel) Schiffn. ex Loeske" "Tritomaria" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 NA 0 0 NA 0 0 0 0 0 NA "foliose" "mat" "colonist" 0 "erect" 0 NA 0 "dioicous" "rare" 6.7 NA 16.25 9.75 1 NA 1 0 0 0 0 NA 1 0 4 0 0 0 2 0 0 2 1 1 1 2 1 15 1 0 0 0 0 0 6 3 1 2 4 0 3 3 5 2 8.35 946.2 0 1100 2200
"Tritomaria exsecta subsp. exsecta" "Tritomaria exsecta subsp. exsecta" "SUBSPECIES" "accepted" "Tritomaria exsecta subsp. exsecta" "Tritomaria" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA NA NA NA NA NA 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 34 0 0 5 10 1 2 24 NA 8 NA 6 NA 95 NA 2 NA 0 0 0 NA 3 NA 2 NA NA NA 3 NA 2 NA NA NA NA NA
"Tritomaria exsectiformis" "Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske" "SPECIES" "accepted" "Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske" "Tritomaria" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA "foliose" "mat" "colonist" 0 "erect" 0 NA 0 "dioicous" "rare" 6.7 NA 16.25 9.75 1 NA 1 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 1 NA 0 NA NA NA 6 3 2 2 4 0 3 2 6 2 4.45 828.4 0 930 1860
"Tritomaria exsectiformis subsp. exsectiformis" "Tritomaria exsectiformis subsp. exsectiformis" "SUBSPECIES" "accepted" "Tritomaria exsectiformis subsp. exsectiformis" "Tritomaria" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 0 0 1 1 3 0 7 NA 8 NA 3 NA 8 NA 1 NA 0 0 1 NA 3 NA 2 NA NA NA 2 NA 2 NA NA NA NA NA
"Tritomaria exsectiformis var. exsectiformis" "Tritomaria exsectiformis var. exsectiformis" "VARIETY" "synonym" "Tritomaria exsectiformis subsp. exsectiformis" "Tritomaria" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "LC" NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 8 0 0 1 1 3 0 7 NA 8 NA 3 NA 8 NA 1 NA 0 0 1 NA 3 NA 2 NA NA NA 2 NA 2 NA NA NA NA NA
