"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Tortella limbata" "Tortella limbata (Schiffn.) Geh. & Herzog" "SPECIES" "accepted" "Tortella limbata (Schiffn.) Geh. & Herzog" "Tortella" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 192.001151988807 "acrocarpous" NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 18.25 439.7 350 725 1100
"Tortella nitida" "Tortella nitida (Lindb.) Broth." "SPECIES" "accepted" "Tortella nitida (Lindb.) Broth." "Tortella" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "cushion" "perennial" 0 NA 1 1 0 "dioicous" NA 16.7 NA 10 12.5 1 NA 0 0 0 1 0 NA 1 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 1 7 5 NA 0 8 5 8 5 11.95 800.7 0 0 0
"Tortella pseudofragilis" "Tortella pseudofragilis (Thér.) Köckinger & Hedenäs" "SPECIES" "accepted" "Tortella pseudofragilis (Thér.) Köckinger & Hedenäs" "Tortella" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1847728.16576333 "acrocarpous" NA "colonist" 0 NA NA NA NA "dioicous" "EU_unknown" 6.7 NA 30 NA 1 NA 0 0 0 1 0 NA 1 0 10 0 2 1 26 0 1 6 0 1 0 0 0 0 0 0 0 0 0 0 NA 3 NA 4 NA NA NA 2 NA 4 6.65 871.4 400 1450 2500
"Tortella rigens" "Tortella rigens Alberts." "SPECIES" "accepted" "Tortella rigens Alberts." "Tortella" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "perennial" 0 NA NA NA NA "dioicous" "EU_unknown" 16.7 NA 28 NA 1 NA 0 0 0 1 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 6.95 607.5 0 0 0
"Tortella spitsbergensis" "Tortella spitsbergensis (Bizot & Thér.) O.Werner, Köckinger & Ros" "SPECIES" "accepted" "Tortella spitsbergensis (Bizot & Thér.) O.Werner, Köckinger & Ros" "Tortella" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA -5.35 730.5 0 0 0
"Tortella squarrosa" "Tortella squarrosa (Brid.) Limpr." "SPECIES" "synonym" "Pleurochaete squarrosa (Brid.) Lindb." "Pleurochaete" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "VU" "LC" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 NA "acrocarpous" "mat" "perennial" 0 NA 1 1 0 "dioicous" NA 16.7 NA 70 12.5 0 NA 0 0 0 0 0 NA 1 0 22 0 2 0 3 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 2 2 6 5 2 0 8 4 9 4 10.25 783.6 0 600 1200
"Tortella tortuosa" "Tortella tortuosa (Schrad. ex Hedw.) Limpr." "SPECIES" "accepted" "Tortella tortuosa (Schrad. ex Hedw.) Limpr." "Tortella" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "occasional" 16.7 NA 41.67 18 1 NA 0 0 0 1 0 NA 1 25 590 1 34 48 474 9 13 103 1 34 1 42 1 27 0 1 0 0 0 1 5 2 8 4 3 0 0 3 5 3 6.85 778 0 1350 2700
"Tortella tortuosa aggr." "Tortella tortuosa (Schrad. ex Hedw.) Limpr." "AGGREGATE" "accepted" "Tortella tortuosa (Schrad. ex Hedw.) Limpr." "Tortella" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "occasional" 16.7 NA 41.67 18 1 NA 0 0 0 1 0 NA 1 12.5 313.5 1 18.5 25.5 279.5 4.5 7.5 57 1 18 1 23.5 1 13.5 0 1 0 0 0 1 5 2.5 8 4 3 0 0 3 5 3.5 6.85 778 0 1350 2700
"Tortula acaulon" "Tortula acaulon (With.) R.H.Zander" "SPECIES" "accepted" "Tortula acaulon (With.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 790771.578081274 "acrocarpous" "turf" "annual_shuttle" 0 "erect_to_inclined" 1 NA 0 "monoicous" "common" 3.3 NA 3.25 29.25 0 NA 0 0 0 0 0 NA 1 9.33333333333333 327.5 0 6 1 8 1 0 2 1 2 1 0 1 0 0 0 0 0 0 1 4 2 6 NA NA 0 4 4 8 4 8.35 660.7 0 900 1800
"Tortula amplexa" "Tortula amplexa (Lesq.) Steere" "SPECIES" "accepted" "Tortula amplexa (Lesq.) Steere" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "dioicous" NA 6.7 NA 6 8 1 NA 0 1 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 6 NA NA 0 NA NA 7 NA 10.05 733.1 10 70 130
"Tortula ampliretis" "Tortula ampliretis Crundw. & D.G.Long" "SPECIES" "accepted" "Tortula ampliretis Crundw. & D.G.Long" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2879.15332398807 "acrocarpous" NA "colonist" 0 NA NA NA NA NA NA NA NA 1.5 18.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 17.75 372.05 250 1165 2080
"Tortula atrovirens" "Tortula atrovirens (Sm.) Lindb." "SPECIES" "accepted" "Tortula atrovirens (Sm.) Lindb." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "monoicous" "common" 6.7 NA 3.75 25 0 NA 0 0 0 0 0 NA 1 0 5 0 0 0 2 1 0 3 1 0 0 0 0 0 0 0 0 0 0 1 1 2 6 5 2 4 7 5 9 4 10.15 742.4 0 650 1300
"Tortula bogosica" "Tortula bogosica (Müll.Hal.) R.H.Zander" "SPECIES" "accepted" "Tortula bogosica (Müll.Hal.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "shortLived_shuttle" 0 NA 1 1 0 NA NA 6.7 NA 2.5 12.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 17.45 454.9 50 225 400
"Tortula bolanderi" "Tortula bolanderi (Lesq.) M.Howe" "SPECIES" "accepted" "Tortula bolanderi (Lesq.) M.Howe" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA "dioicous" NA 6.7 NA 6 14 1 NA 1 NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 15.85 634.7 130 1090 2050
"Tortula brevissima" "Tortula brevissima Schiffn." "SPECIES" "accepted" "Tortula brevissima Schiffn." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "LC" NA NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" NA "colonist" 0 NA NA NA NA "both" NA 6.7 NA 3.5 13.75 1 NA 1 NA NA NA NA NA 1 0 8 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 8 5 4 NA 8 5 9 5 9.45 649.9 40 460 880
"Tortula canescens" "Tortula canescens Mont." "SPECIES" "accepted" "Tortula canescens Mont." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" "VULNERABLE" NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "monoicous" "common" 6.7 NA 5 15 0 NA 0 0 0 0 0 NA 0 0 7 0 1 0 1 3 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 2 6 4 3 0 7 4 9 4 10.45 763.7 0 670 1340
"Tortula caucasica" "Tortula caucasica Lindb." "SPECIES" "accepted" "Tortula caucasica Lindb." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "monoicous" "common" 3.3 NA 11 27 1 NA 0 1 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 6 2 6 5 5 2 5 4 7 4 8.95 689.2 0 600 1200
"Tortula cernua" "Tortula cernua (Huebener) Lindb." "SPECIES" "accepted" "Tortula cernua (Huebener) Lindb." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "CR" "VU" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 7 36 0 NA 0 0 0 0 0 NA 0 0 5 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 3 9 5 4 0 2 3 6 4 6.25 1365.9 20 760 1500
"Tortula cuneifolia" "Tortula cuneifolia (Dicks.) Turner" "SPECIES" "accepted" "Tortula cuneifolia (Dicks.) Turner" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "REGIONALLY_EXTINCT" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "monoicous" "common" 6.7 NA 5 16 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 5 NA 6 NA 4 0 8 NA 5 NA 11.35 734.8 0 105 210
"Tortula freibergii" "Tortula freibergii Dixon & Loeske" "SPECIES" "accepted" "Tortula freibergii Dixon & Loeske" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "both" "common" 6.7 NA 2 8 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 7 NA NA 0 NA NA 5 NA 12.55 725.1 50 365 680
"Tortula guepinii" "Tortula guepinii (Bruch & Schimp.) Broth." "SPECIES" "accepted" "Tortula guepinii (Bruch & Schimp.) Broth." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" NA 6.7 NA 4 16.5 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 2 NA 5 NA 4 NA 7 NA 9 NA 15.05 631.6 30 420 810
"Tortula hoppeana" "Tortula hoppeana (Schultz) Ochyra" "SPECIES" "accepted" "Tortula hoppeana (Schultz) Ochyra" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 "erect" 1 NA 0 "monoicous" "common" 6.7 NA 10 23 0 NA 0 0 0 0 0 NA 1 4.5 127 0 7 1 18 11 1 51 1 15 0 0 0 0 0 0 0 1 0 0 2 2 7 4 4 NA 1 1 9 2 1.35 1008.4 0 1650 3300
"Tortula hoppeana var. hoppeana" NA "VARIETY" NA "unresolved_accepted_21437" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Tortula hoppeana var. mutica" NA "VARIETY" NA "unresolved_accepted_21438" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Tortula inermis" "Tortula inermis (Brid.) Mont." "SPECIES" "accepted" "Tortula inermis (Brid.) Mont." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" "CRITICALLY_ENDANGERED" NA NA NA NA 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" NA "colonist" 0 NA NA NA NA "monoicous" NA 6.7 NA 12 13.75 NA NA NA NA NA NA NA NA 1 0 1 0 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 2 2 6 4 3 NA 8 0 8 4 10.15 840.3 340 1270 2200
"Tortula israelis" "Tortula israelis Bizot & F.Bilewsky" "SPECIES" "accepted" "Tortula israelis Bizot & F.Bilewsky" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA "monoicous" NA 6.7 NA 3.5 9 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 14.45 641.7 0 50 100
"Tortula lanceola" "Tortula lanceola R.H.Zander" "SPECIES" "synonym" "Tortula lindbergii Kindb. ex Broth." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "CRITICALLY_ENDANGERED" NA NA NA NA 1 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 21 1 NA 0 1 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 6 1 8 5 4 0 5 5 8 4 8.85 646.3 0 700 1400
"Tortula laureri" "Tortula laureri (Schultz) Lindb." "SPECIES" "accepted" "Tortula laureri (Schultz) Lindb." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "CR" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" NA 6.7 NA 7.5 40.5 0 NA 0 0 0 0 0 NA 1 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 2 5 5 4 NA 1 1 8 4 -6.45 825.7 50 1425 2800
"Tortula leucostoma" "Tortula leucostoma (R.Br.) Hook. & Grev." "SPECIES" "accepted" "Tortula leucostoma (R.Br.) Hook. & Grev." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "EN" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 3 20 0 NA 0 0 0 0 0 NA 0 0 6 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 5 2 7 4 3 0 1 1 1 4 -0.85 1055.2 50 1525 3000
"Tortula lindbergii" "Tortula lindbergii Kindb. ex Broth." "SPECIES" "accepted" "Tortula lindbergii Kindb. ex Broth." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "NT" "LC" "CRITICALLY_ENDANGERED" NA NA NA NA 1 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 21 1 NA 0 1 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 6 1 8 5 4 0 5 5 8 4 8.85 646.3 0 700 1400
"Tortula lingulata" "Tortula lingulata Lindb." "SPECIES" "accepted" "Tortula lingulata Lindb." "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA 7 NA 5 NA 4 NA 6 NA 5 NA 5.75 736.8 50 575 1100
"Tortula marginata" "Tortula marginata (Bruch & Schimp.) Spruce" "SPECIES" "accepted" "Tortula marginata (Bruch & Schimp.) Spruce" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "ENDANGERED" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "dioicous" "common" 6.7 NA 3 8 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA 5 NA 9 NA 5 0 8 NA 3 NA 11.05 859.4 0 195 390
"Tortula modica" "Tortula modica R.H.Zander" "SPECIES" "synonym" "Tortula caucasica Lindb." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "colonist" 0 NA NA NA NA "monoicous" "common" 3.3 NA 11 27 1 NA 0 1 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 6 2 6 5 5 2 5 4 7 4 8.95 689.2 0 600 1200
"Tortula mucronifolia" "Tortula mucronifolia Schwägr." "SPECIES" "accepted" "Tortula mucronifolia Schwägr." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "NT" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 NA NA "acrocarpous" "turf" "colonist" 0 "erect" 1 NA 0 "monoicous" "common" 6.7 NA 20 17 0 NA 0 0 0 0 0 NA 0 0 21 0 2 3 9 3 0 6 1 1 0 2 0 2 0 0 0 0 1 0 5 2 7 4 3 NA 2 NA 7 4 2.55 856.4 0 1500 3000
"Tortula muralis" "Tortula muralis Hedw." "SPECIES" "accepted" "Tortula muralis Hedw." "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "monoicous" "common" 6.7 NA 10 9.5 0 NA 0 0 0 0 0 NA 1 0 8 1 0 0 110 0 0 16 1 0 1 2 1 0 0 0 0 0 0 0 NA 2 8 NA NA 0 NA 4 6 3 8.25 673.1 0 1100 2200
"Tortula muralis subsp. muralis" "Tortula muralis subsp. muralis" "SUBSPECIES" "accepted" "Tortula muralis subsp. muralis" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_APPLICABLE" NA NA NA NA 1 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 27 0 13 9 279 2 1 29 NA 2 NA 3 NA 0 NA 0 NA 0 0 4 NA 2 NA NA NA NA NA 4 NA 3 NA NA NA NA NA
"Tortula muralis subsp. obtusifolia" "Tortula muralis subsp. obtusifolia (Schwägr.) Culm." "SUBSPECIES" "synonym" "Tortula obtusifolia (Schwägr.) Mathieu" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "VU" NA NA NA NA NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 1 3 0 1 2 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA 2 NA 5 NA NA NA 2 NA 4 NA NA NA NA NA
"Tortula muralis var. muralis" "Tortula muralis var. muralis" "VARIETY" "accepted" "Tortula muralis var. muralis" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" NA NA NA NA "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
