"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Agaricus bernardii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bernardii Quél." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus bernardiiformis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bernardiiformis Bohus" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus bisporus" "saprobe" NA NA NA 43.8666666666667 3.34 0.39 15.51 307.85 18.915 NA NA 6.55 9 213.823340988016 12625 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bisporus (J.E.Lange) Imbach" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus bitorquis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 4.9 5.7 71.6581576320564 6400 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bitorquis (Quél.) Sacc." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Agaricus bohusii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bohusii Bon" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus brasiliensis" NA NA NA NA 44 NA 1.09 NA 104.733333333333 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Agaricus subrufescens Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus bresadolae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Leucoagaricus americanus (Peck) Vellinga" "SPECIES" "Leucoagaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus bresadolanus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bresadolanus Bohus" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus brunneolus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus brunneolus (J.E.Lange) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus campestris" "saprobe" NA NA NA 44 NA 1.12 NA 269.235 NA NA NA 5.3 7.5 110.309172049172 4225 1 0 NA 0 0 "soil_peat" NA NA "Agaricus campestris L." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Agaricus cappellii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus cappellii Bohus & L.Albert" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus chionodermus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus chionodermus Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus collegarum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Agaricus collegarum L.A.Parra, Wisman, Guinb., Weholt, Musumeci & Geml" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus comtulus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus comtulus Fr." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus cupreobrunneus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus cupreobrunneus (Jul.Schäff. & Steer) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus decoratus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus perturbans E.Ludw. & W.Pohl" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus depauperatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus depauperatus (F.H.Møller) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus devoniensis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus devoniensis P.D.Orton" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus deylii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus depauperatus (F.H.Møller) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus dulcidulus" NA NA NA NA 44 NA 1.34 NA 84.59 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Agaricus essettei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus sylvicola (Vittad.) Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus excellens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus urinascens (Jul.Schäff. & F.H.Møller) Singer" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus fissuratus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus arvensis Schaeff." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Agaricus floccipes" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Agaricus friesianus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus friesianus L.A.Parra, Olariaga & Callac" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus fuscofibrillosus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus fuscofibrillosus (F.H.Møller) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus geesterani" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Micropsalliota geesterani (Bas & Heinem.) R.L.Zhao & L.A.Parra" "SPECIES" "Micropsalliota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus gennadii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus gennadii (Chatin & Boud.) P.D.Orton" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus heimii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus heimii Bon" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus impudicus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus impudicus (Rea) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus koelerionensis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus koelerionensis Bon" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus langei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 5 8 104.71975511966 6400 1 0 NA 0 0 "soil_peat" NA NA "Agaricus langei (F.H.Møller) F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus lanipes" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus lanipes (F.H.Møller & Jul.Schäff.) Hlaváček" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus leucotrichus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus arvensis Schaeff." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Agaricus litoralis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus litoralis (Wakef. & A.Pearson) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus lividonitidus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus lividonitidus (F.H.Møller) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus ludovicii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus ludovicii L.Rémy" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus luteomaculatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus luteomaculatus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus lutosus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus lutosus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus macrocarpus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus macrocarpus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus macrosporoides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus macrosporoides Bohus" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus macrosporus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Agaricus maleolens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus bernardii Quél." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus maskae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus litoralis (Wakef. & A.Pearson) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus mediofuscus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus langei (F.H.Møller) F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus menieri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus menieri Bon" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus minimus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus minimus (Ricken) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus moellerianus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus moellerianus Bon" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus niveolutescens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus comtulus Fr." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus nivescens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus urinascens (Jul.Schäff. & F.H.Møller) Singer" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus pampeanus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Naucoria pampeana (Speg.) Rick" "SPECIES" "Naucoria" "Hymenogastraceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus pequinii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus pequinii (Boud.) Konrad & Maubl." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus phaeolepidotus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus phaeolepidotus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus pilatianus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus pilatianus (Bohus) Bohus" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus placomyces" NA NA NA NA 44 12.9 1.4 3.98 81.19 20.4 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Agaricus placomyces Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus porphyrizon" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus porphyrizon P.D.Orton" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus porphyrocephalus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus porphyrocephalus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus praeclaresquamosus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus moelleri Wasser" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus pseudopratensis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus pseudopratensis (Bohus) Wasser" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus pseudoumbrella" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus pseudoumbrella Bohus" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus radicatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Agaricus rusiophyllus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus rusiophyllus Lasch" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus sagatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus sagatus Fr." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus semotus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus semotus Fr." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus silvaticus" NA NA NA NA 42 5.885 0.74 10.205 152.59 10.31 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Agaricus silvicola" NA NA NA NA NA NA NA NA NA NA NA NA 8.4 11.5 564.541581856209 12824.5 NA NA NA NA 0 NA NA NA "Agaricus sylvicola (Vittad.) Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus spissicaulis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus litoralis (Wakef. & A.Pearson) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus squamuliferus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus benesii (Pilát) Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus subfloccosus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus subfloccosus (J.E.Lange) Hlaváček" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus subperonatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus subperonatus (J.E.Lange) Singer" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus subrufescens" "saprobe" NA NA NA 44 NA 0.92875 NA 132.92375 NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus subrufescens Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus sylvaticus" "saprobe" NA NA NA 44 NA 1.52 NA 74.55 NA NA NA 3.8 5.3 40.072061494089 4900 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Agaricus sylvicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 4.5 7 74.2201264410589 10000 1 0 NA 0 0 "soil_peat" NA NA "Agaricus sylvicola (Vittad.) Peck" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus tenuivolvatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus tenuivolvatus F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus urinascens" NA NA NA NA 44 NA 0.21 NA 536.16 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Agaricus urinascens (Jul.Schäff. & F.H.Møller) Singer" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus vaporarius" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus vaporarius (Vittad.) M.M.Moser" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus velenovskyi" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus velenovskyi Pilát" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus vinosobrunneus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus sylvaticus Schaeff." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Agaricus xanthoderma" NA NA NA NA 44 NA 1.13 NA 100.97 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Agaricus xanthodermus Genev." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus xanthodermus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 4.5 5.5 58.3158136322605 8100 1 0 NA 0 0 "soil_peat" NA NA "Agaricus xanthodermus Genev." "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agaricus xantholepis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agaricus xantholepis F.H.Møller" "SPECIES" "Agaricus" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe arenicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agrocybe pediades (Fr.) Fayod" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe arvalis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agrocybe arvalis (Fr.) Singer" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe attenuata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Agrocybe attenuata (Kühner) P.D.Orton" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe cylindracea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Agrocybe dura" "saprobe" NA NA NA 44 NA 0.21 NA 546.47 NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agrocybe dura (Bolton) Singer" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe elatella" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" 7496138.09911408 NA "Agrocybe elatella (P.Karst.) Vesterh." "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NEAR_THREATENED"
"Agrocybe erebia" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Cyclocybe erebia (Fr.) Vizzini & Matheny" "SPECIES" "Cyclocybe" "Tubariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe farinacea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agrocybe farinacea Hongo" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe firma" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Agrocybe firma (Peck) Singer" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Agrocybe gibberosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Agrocybe praecox (Pers.) Fayod" "SPECIES" "Agrocybe" "Strophariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
