"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Tricholoma joachimii" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma joachimii Bon & A.Riva" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma josserandii" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma josserandii Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma lascivum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma lascivum (Fr.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma luridum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma luridum (Schaeff.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma maluvium" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Tricholoma matsutake" NA NA NA NA 44 NA 0.295 NA 477.9775 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Tricholoma matsutake (S.Ito & S.Imai) Singer" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "VULNERABLE"
"Tricholoma myomyces" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma terreum (Schaeff.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma orirubens" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma orirubens Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma pardinum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 6 8.3 156.451314148772 5625 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma pardinum (Pers.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma pessundatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma pessundatum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma populinum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 3.8 5.3 40.072061494089 5625 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma populinum J.E.Lange" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma portentosum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma portentosum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma psammopus" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma psammopus (Kalchbr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma pseudonictitans" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma pseudonictitans Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma rapipes" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma rapipes (Krombh.) Heilm.-Claus. & Mort.Chr." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma resplendens" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Melanoleuca resplendens (Fr.) Murrill" "SPECIES" "Melanoleuca" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma roseoacerbum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma acerbum (Bull.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "VULNERABLE"
"Tricholoma saponaceum" "ectomycorrhiza" NA NA NA 44 NA 0.42 NA 271.93 NA NA NA 3.5 5.3 33.9946505057196 4225 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma saponaceum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma scalpturatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA 1.8 NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma scalpturatum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma sciodes" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 5.8 7 123.297039677887 4225 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma sciodes (Pers.) C.Martín" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma sejunctum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 5.3 7 102.955227245894 4900 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma sejunctum (Sowerby) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma spermaticum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma umbonatum Clémençon & Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma squarrulosum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma squarrulosum (Chev.) Sacc." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma stans" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma stans (Fr.) Sacc." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma stiparophyllum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma stiparophyllum (N.Lund) P.Karst." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma striatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma striatum (Schaeff.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma subglobisporum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma subglobisporum Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma sudum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 4 6.3 52.7787565803085 2256 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma sudum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma sulphurescens" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma sulphurescens Bres." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma sulphureum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 5.8 9.8 172.615855549042 2304 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma sulphureum (Bull.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma terreum" "ectomycorrhiza" NA NA NA 44 NA 0.425 NA 311.6 NA 2.8 NA 4 6.3 52.7787565803085 1600 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma terreum (Schaeff.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma tridentinum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma pessundatum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma triste" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma triste (Scop.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma tumidum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma tumidum (Pers.) P.Karst." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma umbonatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma umbonatum Clémençon & Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma ustale" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 5.5 6.8 107.70426814057 4225 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma ustale (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma ustaloides" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma ustaloides Romagn." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma vaccinum" "ectomycorrhiza" NA NA NA 43.1 2.7 NA 18.62 NA NA NA NA 4.8 6 72.3822947387088 3600 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Tricholoma virgatum" "ectomycorrhiza" NA NA NA 43.1 4 NA 12.695 NA NA NA NA 5.5 7 110.87204073294 2756 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma virgatum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma viridifucatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma viridifucatum Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma viridilutescens" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma viridilutescens M.M.Moser" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomella constricta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholomella constricta (Fr.) Zerova ex Kalamees" "SPECIES" "Tricholomella" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomopsis decora" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tricholomopsis decora (Fr.) Singer" "SPECIES" "Tricholomopsis" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomopsis flammula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tricholomopsis flammula Métrod ex Holec" "SPECIES" "Tricholomopsis" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomopsis ornata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tricholomopsis ornata (Fr.) Singer" "SPECIES" "Tricholomopsis" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomopsis rutilans" "saprobe" NA NA NA NA NA NA NA NA NA 5.5 NA 5.3 6.3 92.6597045213041 7225 0 0 NA 1 0 "wood" NA NA "Tricholomopsis rutilans (Schaeff.) Singer" "SPECIES" "Tricholomopsis" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholomopsis sulfureoides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tricholomopsis sulfureoides (Peck) Singer" "SPECIES" "Tricholomopsis" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Trichonectria hirta" "lichenicolous_fungus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "mosses_lichens" NA NA "Trichonectria hirta (A.Bloxam) Petch" "SPECIES" "Trichonectria" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichonectria pertusariae" "lichenicolous_fungus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "mosses_lichens" NA NA "Trichonectria pertusariae Etayo & van den Boom" "SPECIES" "Trichonectria" "Bionectriaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza adenostylidis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichopeziza adenostylidis (Rehm) Raitv." "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza discolor" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichopeziza discolor (Mouton) Raitv." "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza elegantula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lasiobelonium elegantulum (P.Karst.) Šandová" "SPECIES" "Lasiobelonium" "Solenopeziaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza eupatorii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lachnella eupatorii (Schwein.) Seaver" "SPECIES" "Lachnella" "Niaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Trichopeziza graminophila" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichopeziza graminophila (Raitv.) Raitv." "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza leucophaea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lachnum mollissimum (Fuckel) P.Karst." "SPECIES" "Lachnum" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza lizonii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichopeziza lizonii (Svrček) Baral & E.Weber" "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza mollissima" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lachnum mollissimum (Fuckel) P.Karst." "SPECIES" "Lachnum" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza perrotioides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Trichopeziza subsulphurea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichopeziza subsulphurea (Svrček) Baral" "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza sulphurea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lachnum sulphureum (Fuckel) P.Karst." "SPECIES" "Lachnum" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopeziza urticae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA NA NA NA NA NA NA NA NA
"Trichopeziza violascens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichopeziza violascens (Raitv.) Raitv." "SPECIES" "Trichopeziza" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopezizella barbata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichopezizella barbata (Kunze ex Fr.) Raitv." "SPECIES" "Trichopezizella" "Solenopeziaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopezizella horridula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lasiobelonium horridulum (Desm.) Dougoud" "SPECIES" "Lasiobelonium" "Solenopeziaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichopezizella relicina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lachnum relicinum (Fr.) P.Karst." "SPECIES" "Lachnum" "Lachnaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea abundans" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Trichophaea abundans (P.Karst.) Boud." "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea boudieri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lasiobolidium boudieri (Grelet) Van Vooren & Valade" "SPECIES" "Lasiobolidium" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea contradicta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Trichophaea contradicta (Seaver) H.J.Larsen" "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea hemisphaerioides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Perilachnea hemisphaerioides (Mouton) Van Vooren" "SPECIES" "Perilachnea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea hybrida" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Trichophaea hybrida (Sowerby) T.Schumach." "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea livida" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaea livida (Schumach.) Boud." "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea pseudogregaria" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaea pseudogregaria (Rick) Boud." "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea variornata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaea variornata Korf & W.Y.Zhuang" "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaea woolhopeia" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaea woolhopeia (Cooke & W.Phillips) Boud." "SPECIES" "Trichophaea" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaeopsis bicuspis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaeopsis bicuspis (Boud.) Korf & Erb" "SPECIES" "Trichophaeopsis" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophaeopsis paludosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichophaeopsis paludosa (Boud.) Häffner & L.G.Krieglst." "SPECIES" "Trichophaeopsis" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichophyton verrucosum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "animal_n_other" NA NA "Trichophyton verrucosum E.Bodin" "SPECIES" "Trichophyton" "Arthrodermataceae" "Onygenales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichosphaerella ceratophora" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichosphaerella ceratophora (Höhn.) E.Müll." "SPECIES" "Trichosphaerella" "Niessliaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichosphaerella decipiens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichosphaerella decipiens Sacc., E.Bommer & M.Rousseau" "SPECIES" "Trichosphaerella" "Niessliaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichosphaeria notabilis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichosphaeria notabilis Mouton" "SPECIES" "Trichosphaeria" "Trichosphaeriaceae" "Trichosphaeriales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichosphaeria pilosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichosphaeria pilosa (Pers.) Fuckel" "SPECIES" "Trichosphaeria" "Trichosphaeriaceae" "Trichosphaeriales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichothyrina filicum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichothyrina filicum L.Holm & K.Holm" "SPECIES" "Trichothyrina" "Microthyriaceae" "Microthyriales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricladium chaetocladium" "saprobe" NA NA NA NA NA NA 11.475 193.413571428571 13.2671428571429 NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Tricladium chaetocladium Ingold" "SPECIES" "Tricladium" "Tricladiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricladium patulum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Tricladium patulum Marvanová" "SPECIES" "Tricladium" "Tricladiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricladium splendens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Tricladium splendens Ingold" "SPECIES" "Tricladium" "Tricladiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Trimmatostroma betulinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trimmatostroma betulinum (Corda) S.Hughes" "SPECIES" "Trimmatostroma" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
