species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Head_length_mm Eye_diameter_mm Interorbital_dist_mm Internarial_dist_mm Eye_nostril_dist_mm gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Pristimantis leucorrhinus" Pristimantis Strabomantidae Anura NA 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001221233 0.040004503 0.071129178 0.018211512 12.8857377 1600.033197 851.0539617 48.57773224 2747.974488 NA 12100 DATA_DEFICIENT 7 2 2.6 1.9 1.8 "Pristimantis leucorrhinus Boano, Mazzotti & Sindaco, 2008" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis librarius" Pristimantis Strabomantidae Anura NA 24.9 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000823897 0.00362419 0.002181204 0 22.74323358 3902.647825 508.627089 21.60883562 636.7573853 NA 24200 LEAST_CONCERN 9.4 3.3 2.5 NA 2.8 "Pristimantis librarius (Flores & Vigle, 1994)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lichenoides" Pristimantis Strabomantidae Anura NA 40.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.008678955 0.038253532 0.329845966 0 17.05504132 2364.691185 286.6573003 30.13787879 1990.395282 NA 12100 CRITICALLY_ENDANGERED 14.5 5.1 3.5 NA 4.7 "Pristimantis lichenoides (Lynch & Rueda-Almonacid, 1997)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Pristimantis limoncochensis" Pristimantis Brachycephaloidea NA NA 24.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 3 3.75 NA 2.7 "Pristimantis limoncochensis Monteros, Morrone, Ron & Cannatella, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NOT_EVALUATED
"Pristimantis lindae" Pristimantis Strabomantidae Anura 5.1 39.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000260107 0.020841688 0.090904457 0.003710325 16.74010163 1946.339499 1070.649729 51.38360434 1935.156165 NA 12100 LEAST_CONCERN 14.1 4.5 5 NA 4.5 "Pristimantis lindae (Duellman, 1978)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lirellus" Pristimantis Strabomantidae Anura NA 24 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001576519 0.065518933 0.004127499 0 22.38038618 1737.704587 519.2397246 25.89804989 802.7006316 NA 36300 LEAST_CONCERN 8.8 3 NA NA 1.9 "Pristimantis lirellus (Dwyer, 1995)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lividus" Pristimantis Strabomantidae Anura NA 35 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.008352741 0.109464146 0.261546817 0.017566815 10.14747909 1645.343453 367.5538735 34.15349164 3173.14207 NA 24200 ENDANGERED 11.8 4.3 4.2 NA 3.8 "Pristimantis lividus (Lynch & Duellman, 1980)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis llanganati" Pristimantis Brachycephaloidea NA NA 27.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.85 3.27 3.2 2.25 2.85 "Pristimantis llanganati Navarrete, Venegas & Ron, 2016" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis llojsintuta" Pristimantis Strabomantidae Anura NA 20.9 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001757921 0.025070682 0.095197327 0.001843779 18.34983669 2220.132634 1728.511174 64.54959318 1617.52856 NA 60500 LEAST_CONCERN 7.3 3.1 2.7 NA 2.2 "Pristimantis llojsintuta (Köhler & Lötters, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis longicorpus" Pristimantis Brachycephaloidea NA NA 22.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.6 2.8 NA 1.7 2 "Pristimantis longicorpus Kaiser, Barrio-Amorós, Rivas-Fuenmayor, Steinlein & Schmid, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Pristimantis loujosti" Pristimantis Strabomantidae Anura NA 51.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.005939563 0.075499305 0.291944882 0.001445764 11.92773416 1587.931956 475.3786501 29.44862259 2847.507188 NA 12100 DATA_DEFICIENT NA NA NA NA NA "Pristimantis loujosti Yánez-Muñoz, Cisneros-Heredia & Reyes-Puig, 2011" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis loustes" Pristimantis Strabomantidae Anura NA 46.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000491169 0.032377943 0.043449429 0.00160088 22.95094488 3589.487616 289.2974946 28.21739442 544.3814236 NA 12100 ENDANGERED NA NA NA NA NA "Pristimantis loustes (Lynch, 1979)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis lucasi" Pristimantis Strabomantidae Anura NA 23.3 NA NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001221233 0.040004503 0.071129178 0.018211512 12.8857377 1600.033197 851.0539617 48.57773224 2747.974488 NA 12100 LEAST_CONCERN 6.275 2.12 3.75 1.61 1.39 "Pristimantis lucasi Duellman & Chaparro, 2008" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lucidosignatus" Pristimantis Strabomantidae Anura NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Pristimantis lucidosignatus Rödder & Schmitz, 2009" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis luscombei" Pristimantis Strabomantidae Anura 1.3 22 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.0000335877 0.00000368704 0 0 24.17415634 2755.907079 463.4504899 14.72769161 219.9755495 NA 24200 LEAST_CONCERN 9.515 3.22 2.9 NA 3.1 "Pristimantis luscombei (Duellman & Mendelson, 1995)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis luteolateralis" Pristimantis Strabomantidae Anura NA 29.5 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.020667002 0.098315697 0.226132835 0.013182503 12.90957765 1579.438549 284.6683012 40.09166293 2599.974999 NA 24200 LEAST_CONCERN NA 3.8 2.8 NA 3.4 "Pristimantis luteolateralis (Lynch, 1976)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lutitus" Pristimantis Strabomantidae Anura NA 28 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002724853 0.032427989 0.296328884 0 17.86458791 2174.167484 327.5282238 38.78197716 1756.858383 NA 36300 ENDANGERED NA NA NA NA NA "Pristimantis lutitus (Lynch, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis lutzae" Pristimantis Brachycephaloidea NA NA 28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10 3.085 NA NA NA "Pristimantis lutzae Páez & Ron, 2019" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis lymani" Pristimantis Strabomantidae Anura NA 73 NA Oviparous NA NA NA Diurnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 5 NA 0.003026173 0.102901876 0.065266686 0.003889614 19.17025147 703.941516 530.3984307 83.79828087 1381.940841 NA 133100 LEAST_CONCERN NA NA NA NA NA "Pristimantis lymani (Barbour & Noble, 1920)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lynchi" Pristimantis Strabomantidae Anura NA 36.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.002398126 0.091792138 0.432466576 0.008894147 15.68091462 1825.030335 306.8038616 43.09000568 2187.675437 NA 48400 LEAST_CONCERN NA NA NA NA NA "Pristimantis lynchi (Duellman & Simmons, 1977)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis lythrodes" Pristimantis Strabomantidae Anura NA 26 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.00000118429 0.000205515 0 0 24.6960619 2996.604605 415.460322 16.61349243 131.7113734 NA 36300 LEAST_CONCERN 6.4 2.8 2 NA 2.2 "Pristimantis lythrodes (Lynch & Lescure, 1980)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis maculosus" Pristimantis Strabomantidae Anura NA 30 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.012076256 0.041440579 0.354152348 0.0000879481 17.43669121 2300.056884 280.7089674 32.48335122 1896.153267 NA 36300 VULNERABLE 9.1 3 2.7 NA 2.1 "Pristimantis maculosus (Lynch, 1991)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis malkini" Pristimantis Strabomantidae Anura 7.4 49 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000200522 0.004072527 0.005161622 0.00000396283 24.55248186 2921.571174 456.8151292 26.23720518 203.2924233 NA 1052700 LEAST_CONCERN 12.5 5.1 3.1 NA 4.4 "Pristimantis malkini (Lynch, 1980)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mallii" Pristimantis Brachycephaloidea NA NA 22.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.1 3.9 2.95 2.6 3.2 "Pristimantis mallii Reyes-Puig, Reyes-Puig, Velarde-Garcéz, Dávalos, Mancero, Navarrete, Yánez-Muñoz et al., 2019" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Pristimantis marahuaka" Pristimantis Strabomantidae Anura NA 22.5 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.0000227404 0 0 0 23.968875 2930.713056 404.4496528 42.87798611 358.8437847 NA 12100 NEAR_THREATENED 9.6 3.1 3 2.1 3.2 "Pristimantis marahuaka (Fuentes-Ramos & Barrio-Amorós, 2004)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis mariaelenae" Pristimantis Brachycephaloidea NA NA 21.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000877852 0.10307416 0.006467781 0.004110542 19.23043388 535.4536501 487.1652204 88.75309917 1430.326343 NA 12100 DATA_DEFICIENT 6.75 2.8 2.55 1.8 2.2 "Pristimantis mariaelenae Venegas & Duellman, 2012" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis marmoratus" Pristimantis Strabomantidae Anura NA 22 NA Oviparous NA NA NA Cathemeral NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.000363496 0.005694196 0.001578152 0.009963391 24.83346951 2485.027017 647.2462953 48.25310595 253.1365175 NA 1403600 LEAST_CONCERN 9.4416666665 3.3166666665 2.4 2.15 2.75 "Pristimantis marmoratus (Boulenger, 1900)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mars" Pristimantis Strabomantidae Anura NA 34.9 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.008678955 0.038253532 0.329845966 0 17.05504132 2364.691185 286.6573003 30.13787879 1990.395282 NA 12100 CRITICALLY_ENDANGERED NA NA NA NA NA "Pristimantis mars (Lynch & Ruiz-Carranza, 1996)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Pristimantis martiae" Pristimantis Strabomantidae Anura 0.7 25 9 Oviparous NA NA NA Cathemeral Carnivorous 1 0 NA 0 0 0 0 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000289725 0.005976405 0.002506729 0.0000594874 24.82022737 2375.323281 474.0983057 41.52718593 204.3527285 NA 1597200 LEAST_CONCERN NA 2.7 2.4 NA 2.4 "Pristimantis martiae (Lynch, 1974)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis matidiktyo" Pristimantis Brachycephaloidea NA NA 21.88375 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0 0.000020553 0 0 24.08054408 4626.229132 452.6422176 29.04242424 260.7981944 NA 12100 LEAST_CONCERN 8.56625 3.64625 3.305 NA 2.76 "Pristimantis matidiktyo Ortega-Andrade & Valencia, 2012" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mazar" Pristimantis Brachycephaloidea NA NA 21.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.005920005 0.082045954 0.203433981 0.002874677 15.21786111 1424.534375 563.7178472 20.61868056 2195.381528 NA 12100 ENDANGERED 8.3 2.3 2.5 NA NA "Pristimantis mazar Guayasamin & Arteaga-Navarro, 2013" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis medemi" Pristimantis Strabomantidae Anura NA 40.2 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.0020386 0.104476663 0.342223747 0.085799287 21.71604171 3328.542297 553.6815671 48.07835807 1038.669868 NA 24200 LEAST_CONCERN NA 5 4.6 NA 5.3 "Pristimantis medemi (Lynch, 1994)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis megalops" Pristimantis Strabomantidae Anura NA 34.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.002059142 0.03085584 0.196914929 0.009467812 21.48351151 1530.476703 457.8926873 64.15979104 670.2276915 NA 48400 NEAR_THREATENED NA NA NA NA NA "Pristimantis megalops (Ruthven, 1917)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis melanogaster" Pristimantis Strabomantidae Anura NA 24.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000474067 0.036127747 0.021945633 0.000142543 15.92615525 1198.572989 549.6809266 38.60037751 2214.408268 NA 48400 NEAR_THREATENED 9 2.4 3 NA 2 "Pristimantis melanogaster (Duellman & Pramuk, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis melanoproctus" Pristimantis Strabomantidae Anura NA 28.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.005614334 0.039739031 0.244304582 0 18.44372943 2077.959472 451.8423114 39.91899011 1652.661386 NA 24200 DATA_DEFICIENT NA NA NA NA NA "Pristimantis melanoproctus (Rivero, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis memorans" Pristimantis Strabomantidae Anura NA 32 NA Oviparous NA NA NA Cathemeral NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.00000081126 0.00000774699 0 0 24.10949306 2505.488125 531.3099306 29.91923611 332.3725 NA 12100 DATA_DEFICIENT 12.1 4 3.9 2.5 3.6 "Pristimantis memorans (Myers & Donnelly, 1997)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis mendax" Pristimantis Strabomantidae Anura 1.4 28 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.000337087 0.013015703 0.019812096 0.002629764 21.53927103 2085.687068 751.1867094 48.03297174 993.9126267 NA 326700 LEAST_CONCERN 8.55 2.7 3.4 NA 2.625 "Pristimantis mendax (Duellman, 1978)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mercedesae" Pristimantis Strabomantidae Anura NA 63.3 NA NA NA NA NA Cathemeral NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002786936 0.013391708 0.077522539 0.002099643 17.54633054 1839.198414 1547.488301 58.63367309 1816.103361 NA 96800 LEAST_CONCERN NA NA NA NA NA "Yunganastes mercedesae (Lynch & McDiarmid, 1987)" SPECIES Yunganastes Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis meridionalis" Pristimantis Strabomantidae Anura NA 20.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.001706386 0.062067721 0.318504494 0.005499598 8.648712121 882.0850551 350.444697 66.87899449 3672.760055 NA 12100 DATA_DEFICIENT 9 2.3 3 2.5 2.5 "Pristimantis meridionalis (Lehr & Duellman, 2007)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis merostictus" Pristimantis Strabomantidae Anura NA 31 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.003500639 0.052532846 0.3637 0 20.14340575 2211.780653 317.75612 37.65771252 1347.149516 NA 48400 VULNERABLE NA NA NA NA NA "Pristimantis merostictus (Lynch, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis metabates" Pristimantis Strabomantidae Anura NA 32.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001095996 0.047256651 0.009735664 0 20.66779728 1576.043278 726.778797 21.45629067 1181.096341 NA 24200 ENDANGERED 13.6 4.6 3.2 NA 3.5 "Pristimantis metabates (Duellman & Pramuk, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis miktos" Pristimantis Brachycephaloidea NA NA 23.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.75 3.15 2.55 NA 3.1 "Pristimantis miktos Ortego-Andrade & Venegas, 2014" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mindo" Pristimantis Brachycephaloidea NA NA 33.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.0280691 0.090109675 0.201078068 0.010274799 14.74780556 1566.93 236.4267361 43.516875 2220.390556 NA 12100 ENDANGERED 12.1 4.5 3.85 NA 4.05 "Pristimantis mindo Arteaga-Navarro, Yáñez-Muñoz & Guayasamin, 2013" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis minimus" Pristimantis Strabomantidae Anura NA 18.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00084756 0.015354715 0.009817165 0.004168345 19.21722222 1961.303264 680.7134722 17.6025 1379.479653 NA 12100 ENDANGERED NA NA NA NA NA "Pristimantis minimus Terán-Valdez & Guayasamin, 2010" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis minutulus" Pristimantis Strabomantidae Anura NA 17 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000313008 0.020887766 0.010995512 0.002016506 20.81291909 2078.031622 676.8006383 43.52789562 1163.710811 NA 48400 DATA_DEFICIENT 6.7 2.1 2 1.5 1.9 "Pristimantis minutulus Duellman & Hedges, 2007" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis miyatai" Pristimantis Strabomantidae Anura NA 28.5 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.00282137 0.054124938 0.350208875 0 19.50323479 2288.059654 309.3960353 36.18098806 1465.976358 NA 36300 LEAST_CONCERN NA NA NA NA NA "Pristimantis miyatai (Lynch, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis mnionaetes" Pristimantis Strabomantidae Anura NA 32.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002610979 0.104998962 0.454989083 0.031440096 16.73276835 1861.578814 357.7114482 46.79318138 1996.638017 NA 36300 ENDANGERED 12.2 3.1 3.8 NA 2.8 "Pristimantis mnionaetes (Lynch, 1998)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis modipeplus" Pristimantis Strabomantidae Anura NA 34.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.006258466 0.079984914 0.28889209 0.003486671 11.67616174 1589.41978 461.5894618 30.06944843 2893.918768 NA 24200 VULNERABLE NA NA NA NA NA "Pristimantis modipeplus (Lynch, 1981)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis molybrignus" Pristimantis Strabomantidae Anura NA 38.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.004203313 0.035169809 0.17841177 0 20.73260184 4037.236665 234.0502185 25.18648941 1152.359969 NA 84700 CRITICALLY_ENDANGERED 15.4 5.2 3.4 NA 4.3 "Pristimantis molybrignus (Lynch, 1986)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
