"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Foraging_strata" "BMR"
"Arvicola ratticeps subsp. ratticeps" "Arvicola ratticeps Keyserling & Blasius, 1841" "SUBSPECIES" "synonym" "Microtus oeconomus (Pallas, 1776)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola sapidus" "Arvicola sapidus Miller, 1908" "SPECIES" "accepted" "Arvicola sapidus Miller, 1908" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 1 0 1 1 1 0 0 0 1 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 1415700 220 220 4.125 "Viviparous" 0.140323287671233 0.199528767123288 5 "Cathemeral" "Herbivorous" 0 0 0 1 0 0 1 0.25 1 8 0.007339291 0.182861805 0.075839266 0 12.38541401 806.3026212 5512.757306 29.05238117 431.2520265 0.33 1 NA
"Arvicola sapidus subsp. sapidus" "Arvicola sapidus sapidus" "SUBSPECIES" "accepted" "Arvicola sapidus sapidus Miller, 1908" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola sapidus subsp. tenebricus" "Arvicola sapidus tenebricus Miller, 1908" "SUBSPECIES" "accepted" "Arvicola sapidus tenebricus Miller, 1908" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola savii" "Arvicola savii de Selys-Longchamps, 1838" "SPECIES" "homotypic synonym" "Microtus savii (Selys-Longchamps, 1838)" "Microtus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola savii subsp. savii" "Arvicola savii de Selys-Longchamps, 1838" "SUBSPECIES" "synonym" "Microtus savii (Selys-Longchamps, 1838)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola stimmingi subsp. stimmingi" "Arvicola stimmingi Nehring, 1899" "SUBSPECIES" NA "unresolved_accepted_2083" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola subterraneus" "Arvicola subterraneus de Sélys-Longchamps, 1836" "SPECIES" "homotypic synonym" "Microtus subterraneus (Selys-Longchamps, 1836)" "Microtus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris" "Arvicola terrestris (Linnaeus, 1758)" "SPECIES" "heterotypic synonym" "Arvicola amphibius (Linnaeus, 1758)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. amphibius" "Arvicola terrestris amphibius (Linnaeus, 1758)" "SUBSPECIES" "synonym" "Arvicola amphibius (Linnaeus, 1758)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. cantabriae" "Arvicola terrestris cantabriae Ventura & Gosalbez, 1989" "SUBSPECIES" "doubtful" "Arvicola terrestris cantabriae Ventura & Gosalbez, 1989" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. exitus" "Arvicola terrestris exitus Miller, 1910" "SUBSPECIES" "synonym" "Arvicola scherman (Shaw, 1801)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 1427800 97.5 220 5.09 "Viviparous" 0.140323287671233 0.198693150684931 5 NA "Herbivorous" 0 0 0 1 0 0 1 0.5 1 1 0.009837853 0.132112769 0.068185677 0 8.722887759 921.9391585 6757.663911 25.6585616 630.5435179 0.295 1 NA
"Arvicola terrestris subsp. ferrugineus" "Arvicola terrestris ferrugineus Ognev, 1933" "SUBSPECIES" "synonym" "Arvicola amphibius (Linnaeus, 1758)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. italicus" "Arvicola terrestris italicus Savi, 1839" "SUBSPECIES" "doubtful" "Arvicola terrestris italicus Savi, 1839" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. meridionalis" "Arvicola terrestris meridionalis Ognev, 1922" "SUBSPECIES" "doubtful" "Arvicola terrestris meridionalis Ognev, 1922" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. monticola" "Arvicola terrestris monticola de Sélys-Longchamps, 1838" "SUBSPECIES" "synonym" "Arvicola scherman (Shaw, 1801)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 1427800 97.5 220 5.09 "Viviparous" 0.140323287671233 0.198693150684931 5 NA "Herbivorous" 0 0 0 1 0 0 1 0.5 1 1 0.009837853 0.132112769 0.068185677 0 8.722887759 921.9391585 6757.663911 25.6585616 630.5435179 0.295 1 NA
"Arvicola terrestris subsp. musignanus" "Arvicola terrestris musignanus de Selys-Longchamps, 1839" "SUBSPECIES" "doubtful" "Arvicola terrestris musignanus de Selys-Longchamps, 1839" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Arvicola terrestris subsp. scherman" "Arvicola terrestris scherman (Shaw, 1801)" "SUBSPECIES" "homotypic synonym" "Arvicola scherman (Shaw, 1801)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 1427800 97.5 220 5.09 "Viviparous" 0.140323287671233 0.198693150684931 5 NA "Herbivorous" 0 0 0 1 0 0 1 0.5 1 1 0.009837853 0.132112769 0.068185677 0 8.722887759 921.9391585 6757.663911 25.6585616 630.5435179 0.295 1 NA
"Arvicola terrestris subsp. terrestris" "Arvicola terrestris terrestris" "SUBSPECIES" "doubtful" "Arvicola terrestris terrestris (Linnaeus, 1758)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Atelerix algirus" "Atelerix algirus (Lereboullet, 1842)" "SPECIES" "accepted" "Atelerix algirus (Lereboullet, 1842)" "Atelerix" "Erinaceidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 1657700 1250 270 3.125 "Viviparous" NA NA 7 "Nocturnal" "Carnivorous" 1 1 0 1 0 0 1 0.5 4 6 0.005509828 0.203973136 0.022807513 0.039098273 17.21486155 368.9268008 6068.335579 57.10212296 595.1886767 0.953 1 NA
"Atelerix algirus subsp. algirus" "Atelerix algirus algirus" "SUBSPECIES" "accepted" "Atelerix algirus algirus (Lereboullet, 1842)" "Atelerix" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Atelerix algirus subsp. caniculus" "Atelerix algirus caniculus (Thomas, 1915)" "SUBSPECIES" "accepted" "Atelerix algirus caniculus (Thomas, 1915)" "Atelerix" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Atelerix algirus subsp. vagans" "Atelerix algirus vagans Thomas, 1901" "SUBSPECIES" "accepted" "Atelerix algirus vagans Thomas, 1901" "Atelerix" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Atlantoxerus getulus" "Atlantoxerus getulus (Linnaeus, 1758)" "SPECIES" "accepted" "Atlantoxerus getulus (Linnaeus, 1758)" "Atlantoxerus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 0 NA NA NA NA NA NA 0 1 NA NA 0 544500 251 230 NA "Viviparous" NA NA 9 "Diurnal" "Herbivorous" 0 0 0 1 0 1 0 0.5 3 3 0.001513723 0.073189602 0.019756444 0.159086714 18.6207349 199.0413481 6550.577955 60.78642443 981.8691524 0.495 1 NA
"Aureus aureus" "Aureus aureus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Canis aureus Linnaeus, 1758" "Canis" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Axis axis" "Axis axis (Erxleben, 1777)" "SPECIES" "accepted" "Axis axis (Erxleben, 1777)" "Axis" "Cervidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 1 NA NA NA NA NA NA 1 0 NA NA 0 3025000 66172.8 1500 1.02 "Viviparous" 1.79408219178082 2.5013698630137 20.8 "Crepuscular" "Herbivorous" 0 0 0 1 0 0 1 0.5 4 8 0.006863023 0.457649222 0.023573512 0.002241947 25.79587403 1202.893555 3796.084588 115.6821342 351.6711619 8.654 1 NA
"Balaena mysticetus" "Balaena mysticetus Linnaeus, 1758" "SPECIES" "accepted" "Balaena mysticetus Linnaeus, 1758" "Balaena" "Balaenidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "CRITICALLY_ENDANGERED" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 13733500 8e+07 18900 1 "Viviparous" 17.5111232876712 23.5615068493151 211 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 2 NA 3.32372e-06 1.58194e-05 1.45364e-05 4.96348e-06 -9.212160302 344.95398 11087.38372 49.04595518 63.91322617 NA NA NA
"Balaenoptera acutorostrata" "Balaenoptera acutorostrata Lacépède, 1804" "SPECIES" "accepted" "Balaenoptera acutorostrata Lacépède, 1804" "Balaenoptera" "Balaenopteridae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 367319700 7500000 10670 1 "Viviparous" 7.50684931506849 8.35090410958904 50 "Diurnal" NA NA NA NA NA NA NA NA 0.5 2 NA 0.000318931 0.005972646 0.002837264 0.012462561 18.02072193 1377.436449 3487.723797 49.74672575 25.5039917 NA NA NA
"Balaenoptera borealis" "Balaenoptera borealis Lesson, 1828" "SPECIES" "accepted" "Balaenoptera borealis Lesson, 1828" "Balaenoptera" "Balaenopteridae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "EN" "ENDANGERED" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 332701600 2e+07 18000 1.01 "Viviparous" 8.9714794520548 10.9364109589041 74 "Diurnal" NA NA NA NA NA NA NA NA 0.5 2 NA 0.000278086 0.005296369 0.002949275 0.013510751 20.67043692 1450.718597 2984.039152 49.98504495 24.32991293 NA NA NA
"Balaenoptera musculus" "Balaenoptera musculus (Linnaeus, 1758)" "SPECIES" "accepted" "Balaenoptera musculus (Linnaeus, 1758)" "Balaenoptera" "Balaenopteridae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "EN" "ENDANGERED" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 43233300 1.49e+08 33000 1 "Viviparous" 5.36931506849315 5.93283561643836 110 "Diurnal" NA NA NA NA NA NA NA NA 0.5 2 NA 0.002480098 0.062756242 0.029513289 0.164182392 20.78096304 1206.604794 3713.948837 51.49452495 280.1969196 NA NA NA
"Balaenoptera physalus" "Balaenoptera physalus (Linnaeus, 1758)" "SPECIES" "accepted" "Balaenoptera physalus (Linnaeus, 1758)" "Balaenoptera" "Balaenopteridae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "NT" "ENDANGERED" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 217545900 38800000 26000 1 "Viviparous" 6.33265205479452 8.332 116 "Diurnal" NA NA NA NA NA NA NA NA 0.5 2 NA 0.000278385 0.001693486 0.001255113 0.000636189 6.113506952 1051.431964 5391.492953 37.95795396 8.942388402 NA NA NA
"Barbastella barbastellus" "Barbastella barbastellus (Schreber, 1774)" "SPECIES" "accepted" "Barbastella barbastellus (Schreber, 1774)" "Barbastella" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "EN" "VU" "REGIONALLY_EXTINCT" 1 0 0 0 1 0 1 1 0 0 1 0 1 NA NA NA NA NA NA 0 1 NA NA 0 5856400 8 58 1.865 "Viviparous" 1.50102739726027 NA 23 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 4 6 0.008923974 0.182288646 0.067618549 0.00200169 9.802071623 756.6041092 6869.884412 27.8549099 402.338801 NA 4 NA
"Barbastella barbastellus subsp. guanchae" "Barbastella barbastellus guanchae Trujillo, Ibáñez & Juste, 2002" "SUBSPECIES" "accepted" "Barbastella barbastellus guanchae Trujillo, Ibáñez & Juste, 2002" "Barbastella" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bison bonasus" "Bison bonasus (Linnaeus, 1758)" "SPECIES" "accepted" "Bison bonasus (Linnaeus, 1758)" "Bison" "Bovidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "VU" "NEAR_THREATENED" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 60500 5e+05 3500 1 "Viviparous" 2.4986301369863 2.92706849315069 33.5 "Cathemeral" "Herbivorous" 0 0 0 0 0 0 1 0.5 4 9 0.00479326 0.174616691 0.053215842 0 7.637809517 623.6034749 7865.818608 32.44843976 194.2068146 36.549 1 NA
"Bos bonasus" "Bos bonasus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Bison bonasus (Linnaeus, 1758)" "Bison" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bos moschatus" "Bos moschatus E.A.W.Zimmermann, 1780" "SPECIES" "homotypic synonym" "Ovibos moschatus (Zimmermann, 1780)" "Ovibos" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Bos primigenius" "Bos primigenius Bojanus, 1827" "SPECIES" "synonym" "Bos taurus primigenius Bojanus, 1827" "Bos" "Bovidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "EX" "EXTINCT" 1 0 0 0 1 1 0 0 0 1 0 1 1 NA NA NA NA NA NA 0 0 NA NA 0 32113400 618642.42 3100 1 "Viviparous" 1.5013698630137 2.26027397260274 20 "Diurnal" NA NA NA NA NA NA NA NA 0.5 3 NA 0.004713287 0.162197176 0.042943061 0.099210609 12.48528434 527.7884489 8923.050221 72.40564549 587.3449791 36.358 NA NA
"Bos taurus" "Bos taurus Linnaeus, 1758" "SPECIES" "accepted" "Bos taurus Linnaeus, 1758" "Bos" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 1 0 NA NA 0 8046500 5e+05 2500 NA "Viviparous" NA NA NA "Diurnal" NA NA NA NA NA NA NA NA 0.5 2 NA 0.002019594 0.054399286 0.017140965 0.240450381 25.59860958 193.1882941 5354.180577 139.9283438 581.1858706 NA NA 59022.3333333333
"Callosciurus erythraeus" "Callosciurus erythraeus (Pallas, 1779)" "SPECIES" "accepted" "Callosciurus erythraeus (Pallas, 1779)" "Callosciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "InfoSpecies" "NEO" NA NA NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 0 1 NA NA 0 5311900 280 260 2.0475 "Viviparous" NA NA 17 "Diurnal" "Herbivorous" 1 1 0 1 0 1 1 1 2 4 0.006990865 0.138740994 0.075172236 0.003345759 18.8885002 1596.445488 5067.849704 73.87657074 804.3565324 0.524 3 NA
"Callosciurus finlaysonii" "Callosciurus finlaysonii (Horsfield, 1823)" "SPECIES" "accepted" "Callosciurus finlaysonii (Horsfield, 1823)" "Callosciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 0 1 1 0 0 1 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 1197900 278 220 2 "Viviparous" NA NA 12.8083342465753 "Diurnal" "Herbivorous" 1 1 0 1 0 1 1 1 4 10 0.005444182 0.289295731 0.023280403 0 25.99702718 1646.317587 1831.736326 85.33065084 288.2978474 0.524 3 NA
"Canis aureus" "Canis aureus Linnaeus, 1758" "SPECIES" "accepted" "Canis aureus Linnaeus, 1758" "Canis" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "OTH" "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 14786200 10345.2 850 3.845 "Viviparous" 0.915068493150685 1.1872602739726 18.8 "Nocturnal" "Carnivorous" 1 1 0 1 0 0 0 0.5 5 9 0.003909256 0.17137562 0.01854029 0.154914509 22.26686648 603.9374932 6343.610688 97.74146243 694.9794301 3.963 1 NA
"Canis corsac" "Canis corsac Linnaeus, 1758" "SPECIES" "homotypic synonym" "Vulpes corsac (Linnaeus, 1768)" "Vulpes" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Canis lagopus" "Canis lagopus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Vulpes lagopus (Linnaeus, 1758)" "Vulpes" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 1 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 19444700 4867.7 850 7.885 "Viviparous" 0.832876712328767 0.949 16.3 "Nocturnal" "Carnivorous" 1 1 1 0 0 0 0 0.5 1 1 1.86036e-05 9.40792e-05 2.9355e-05 4.98925e-06 -11.19908764 341.4216648 12463.19743 48.97238955 642.8156745 12.176 1 2146.65
"Canis lagopus subsp. lagopus" "Canis lagopus Linnaeus, 1758" "SUBSPECIES" "synonym" "Vulpes lagopus (Linnaeus, 1758)" "Canis" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 1 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 19444700 4867.7 850 7.885 "Viviparous" 0.832876712328767 0.949 16.3 "Nocturnal" "Carnivorous" 1 1 1 0 0 0 0 0.5 1 1 1.86036e-05 9.40792e-05 2.9355e-05 4.98925e-06 -11.19908764 341.4216648 12463.19743 48.97238955 642.8156745 12.176 1 2146.65
"Canis lupus" "Canis lupus Linnaeus, 1758" "SPECIES" "accepted" "Canis lupus Linnaeus, 1758" "Canis" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "REGIONALLY_EXTINCT" 1 0 0 0 1 1 1 0 0 1 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 61806800 32183.3 1500 4.98 "Viviparous" 1.83535616438356 1.5 29.5 "Nocturnal" "Carnivorous" 0 1 0 0 0 0 0 0.5 7 16 0.001592789 0.051458449 0.019922094 0.110704619 2.997629475 430.708026 11335.19105 64.94653447 805.6656669 33.953 1 8305
"Canis procyonoides" "Canis procyonoides Gray, 1834" "SPECIES" "homotypic synonym" "Nyctereutes procyonoides (Gray, 1834)" "Nyctereutes" "Canidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
